"","id","owner","datetaken","ownername","latitude","longitude","url_c","Clusters_0.0005_5","GND_N","PROVINCE_N","DISTRICT_N","date","time"
"95223",8580978101,"32253929@N03","2013-03-07 10:23:53","Anjitha",7.4286,80.0459,"https://live.staticflickr.com/8242/8580978101_6e63fa8124_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2013-03-07","10:23:53"
"95224",3609857489,"32253929@N03","2009-04-06 12:06:09","Anjitha",7.4283,80.0281,"https://live.staticflickr.com/3375/3609857489_be6924679b_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2009-04-06","12:06:09"
"95530",23901424159,"38233267@N00","2016-01-09 15:13:16","Nasser Bouhadoud",8.05,80.1833,"https://live.staticflickr.com/1598/23901424159_c5b111d6bc_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2016-01-09","15:13:16"
"95533",23931570770,"38233267@N00","2016-01-07 12:52:43","Nasser Bouhadoud",8.05,80.1833,"https://live.staticflickr.com/1476/23931570770_657bb5789f_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2016-01-07","12:52:43"
"96346",49215645966,"54901499@N08","2019-12-12 09:47:40","Unseen Horizons",7.294,80.2396,"https://live.staticflickr.com/65535/49215645966_f4224431b9_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2019-12-12","09:47:40"
"96347",49215646051,"54901499@N08","2019-12-12 09:47:37","Unseen Horizons",7.2935,80.239,"https://live.staticflickr.com/65535/49215646051_60d28950a6_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2019-12-12","09:47:37"
"97220",21784139625,"62544885@N04","2015-09-28 20:50:49","Hirundo_年嫿",7.5486,80.4917,"https://live.staticflickr.com/669/21784139625_252863913f_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2015-09-28","20:50:49"
"97435",36079977493,"63721151@N06","2017-08-29 12:00:26","MichelleBrighton",7.3275,80.3082,"https://live.staticflickr.com/4378/36079977493_0fb3932c48_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-08-29","12:00:26"
"97436",36080037053,"63721151@N06","2017-08-29 11:46:49","MichelleBrighton",7.4194,80.3269,"https://live.staticflickr.com/4411/36080037053_c54f98d31d_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-08-29","11:46:49"
"97437",36757772361,"63721151@N06","2017-08-29 10:16:45","MichelleBrighton",8.0024,80.2715,"https://live.staticflickr.com/4391/36757772361_14fa5d3bda_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-08-29","10:16:45"
"97906",46587860552,"78438950@N02","2019-01-06 20:11:57","wijayasiri",7.488,80.3634,"https://live.staticflickr.com/7807/46587860552_10435e9f1d_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2019-01-06","20:11:57"
"98125",20851659503,"81993026@N06","2015-09-17 00:42:56","Lahiru Dulshan",7.7667,80.15,"https://live.staticflickr.com/646/20851659503_531fc83b5a_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2015-09-17","00:42:56"
"98336",14678293434,"81993026@N06","2014-07-18 07:04:38","Lahiru Dulshan",7.4835,80.3665,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2014-07-18","07:04:38"
"98515",35875730826,"87552326@N04","2017-07-14 17:40:13","Ven. Yushi Shimada",7.4833,80.4,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-07-14","17:40:13"
"98516",33252394664,"87552326@N04","2017-04-17 18:41:30","Ven. Yushi Shimada",7.4833,80.4,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-04-17","18:41:30"
"98518",34031315395,"87552326@N04","2017-04-14 19:07:17","Ven. Yushi Shimada",7.4833,80.4,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-04-14","19:07:17"
"98520",33855827902,"87552326@N04","2017-04-13 19:40:41","Ven. Yushi Shimada",7.4833,80.4,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-04-13","19:40:41"
"98521",33129731614,"87552326@N04","2017-04-11 17:51:01","Ven. Yushi Shimada",7.4833,80.4,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-04-11","17:51:01"
"98527",33832165926,"87552326@N04","2017-04-06 17:29:44","Ven. Yushi Shimada",7.4833,80.4,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-04-06","17:29:44"
"98528",33724858871,"87552326@N04","2017-04-05 17:43:30","Ven. Yushi Shimada",7.4833,80.4,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-04-05","17:43:30"
"98529",33793126486,"87552326@N04","2017-04-04 16:59:14","Ven. Yushi Shimada",7.4833,80.4,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-04-04","16:59:14"
"98530",33000660053,"87552326@N04","2017-04-03 17:46:28","Ven. Yushi Shimada",7.4833,80.4,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-04-03","17:46:28"
"98531",33750764746,"87552326@N04","2017-04-02 17:47:42","Ven. Yushi Shimada",7.4833,80.4,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-04-02","17:47:42"
"98532",32958782723,"87552326@N04","2017-04-01 17:29:26","Ven. Yushi Shimada",7.4833,80.4,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-04-01","17:29:26"
"98533",33713462796,"87552326@N04","2017-03-31 17:51:04","Ven. Yushi Shimada",7.4833,80.4,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-03-31","17:51:04"
"98534",33579931922,"87552326@N04","2017-03-30 17:38:22","Ven. Yushi Shimada",7.4833,80.4,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-03-30","17:38:22"
"98535",33658159006,"87552326@N04","2017-03-28 17:42:56","Ven. Yushi Shimada",7.4833,80.4,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-03-28","17:42:56"
"98536",33680001835,"87552326@N04","2017-03-27 17:57:53","Ven. Yushi Shimada",7.4833,80.4,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-03-27","17:57:53"
"98537",33658661955,"87552326@N04","2017-03-26 17:50:10","Ven. Yushi Shimada",7.4833,80.4,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-03-26","17:50:10"
"98538",33638223845,"87552326@N04","2017-03-25 16:32:02","Ven. Yushi Shimada",7.4833,80.4,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-03-25","16:32:02"
"98539",33621382815,"87552326@N04","2017-03-24 16:58:47","Ven. Yushi Shimada",7.4833,80.4,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-03-24","16:58:47"
"98541",33430194962,"87552326@N04","2017-03-22 17:52:21","Ven. Yushi Shimada",7.4833,80.4,"https://live.staticflickr.com/3764/33430194962_5ed06baf02_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-03-22","17:52:21"
"98542",33185710550,"87552326@N04","2017-03-21 17:44:39","Ven. Yushi Shimada",7.4833,80.4,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-03-21","17:44:39"
"98543",33389729552,"87552326@N04","2017-03-20 14:00:01","Ven. Yushi Shimada",7.4833,80.4,"https://live.staticflickr.com/609/33389729552_855819009d_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-03-20","14:00:01"
"98544",33359511572,"87552326@N04","2017-03-19 02:18:47","Ven. Yushi Shimada",7.4833,80.4,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-03-19","02:18:47"
"98545",33493135755,"87552326@N04","2017-03-17 21:18:01","Ven. Yushi Shimada",7.4833,80.4,"https://live.staticflickr.com/3785/33493135755_594ec4fc02_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-03-17","21:18:01"
"98546",33092069670,"87552326@N04","2017-03-16 21:11:29","Ven. Yushi Shimada",7.4833,80.4,"https://live.staticflickr.com/724/33092069670_cb1ae7d9ac_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-03-16","21:11:29"
"98547",33456582025,"87552326@N04","2017-03-15 20:46:53","Ven. Yushi Shimada",7.4667,80.2833,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-03-15","20:46:53"
"98548",32595301294,"87552326@N04","2017-03-14 20:41:39","Ven. Yushi Shimada",7.4833,80.4,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-03-14","20:41:39"
"98549",33263880242,"87552326@N04","2017-03-13 20:59:26","Ven. Yushi Shimada",7.4833,80.4,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-03-13","20:59:26"
"98550",33357202366,"87552326@N04","2017-03-12 20:31:00","Ven. Yushi Shimada",7.4833,80.4,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-03-12","20:31:00"
"98551",33222221482,"87552326@N04","2017-03-11 20:47:19","Ven. Yushi Shimada",7.4833,80.4,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-03-11","20:47:19"
"98552",32540841833,"87552326@N04","2017-03-10 14:08:56","Ven. Yushi Shimada",7.4833,80.4,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-03-10","14:08:56"
"98553",33186746812,"87552326@N04","2017-03-09 20:35:30","Ven. Yushi Shimada",7.4833,80.4,"https://live.staticflickr.com/3727/33186746812_5b5eec2e97_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-03-09","20:35:30"
"98554",30772136506,"87552326@N04","2016-11-06 13:19:29","Ven. Yushi Shimada",7.4873,80.3984,"https://live.staticflickr.com/5529/30772136506_3abf266d45_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2016-11-06","13:19:29"
"98568",24866782295,"87552326@N04","2016-02-07 11:33:32","Ven. Yushi Shimada",7.4833,80.4,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2016-02-07","11:33:32"
"98915",25658039631,"90414974@N03","2016-01-19 08:40:38","In My Shoes Travel",7.6542,80.3485,"https://live.staticflickr.com/1445/25658039631_fe169a87fe_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2016-01-19","08:40:38"
"100214",24298192841,"105224293@N04","2016-01-14 11:28:35","kusalkaluarachchi@ymail.com",7.3263,80.3069,"https://live.staticflickr.com/1579/24298192841_a466296067_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2016-01-14","11:28:35"
"100861",34014580515,"107070744@N07","2017-04-02 11:02:57","tingweihu1990",7.4357,80.2204,"https://live.staticflickr.com/3934/34014580515_2422294d48_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-04-02","11:02:57"
"100862",33629111680,"107070744@N07","2017-04-02 11:02:40","tingweihu1990",7.4359,80.2206,"https://live.staticflickr.com/2815/33629111680_2e46fbed9d_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-04-02","11:02:40"
"100939",14589886488,"108323398@N03","2014-07-29 19:04:34","Shan Kodithuwakku",7.4835,80.3658,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2014-07-29","19:04:34"
"101489",13876047503,"111865439@N03","2014-03-09 20:44:17","pererapinithi",7.3236,80.0944,"https://live.staticflickr.com/3691/13876047503_b23fcd020f_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2014-03-09","20:44:17"
"101491",13874587243,"111865439@N03","2014-03-09 20:38:42","pererapinithi",7.3239,80.0943,"https://live.staticflickr.com/3670/13874587243_dd5d051a45_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2014-03-09","20:38:42"
"101550",12044841913,"114347623@N04","2014-01-03 17:40:42","Prince Afry",7.39,80.0476,"https://live.staticflickr.com/3699/12044841913_ce67906bfe_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2014-01-03","17:40:42"
"102546",15456921548,"12306261@N00","2014-10-11 18:08:38","nickbrett",7.328,80.3274,"https://live.staticflickr.com/5614/15456921548_37fdbf0feb_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2014-10-11","18:08:38"
"102547",15457073507,"12306261@N00","2014-10-11 18:04:11","nickbrett",7.3289,80.3248,"https://live.staticflickr.com/3955/15457073507_6b526a6b2e_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2014-10-11","18:04:11"
"102549",15022895583,"12306261@N00","2014-10-11 18:03:25","nickbrett",7.3325,80.3192,"https://live.staticflickr.com/5608/15022895583_41c1f1b687_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2014-10-11","18:03:25"
"102550",15619342966,"12306261@N00","2014-10-11 18:03:13","nickbrett",7.3334,80.3172,"https://live.staticflickr.com/3943/15619342966_f6a160c5a6_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2014-10-11","18:03:13"
"102551",15456956689,"12306261@N00","2014-10-11 18:02:13","nickbrett",7.3329,80.3077,"https://live.staticflickr.com/5609/15456956689_9e5908a627_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2014-10-11","18:02:13"
"102582",14280098920,"124714339@N05","2014-06-20 09:11:41","maruzni_r",7.485,80.3628,"https://live.staticflickr.com/3853/14280098920_6d0155e57a_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2014-06-20","09:11:41"
"102583",14469883565,"124714339@N05","2014-02-11 17:06:04","maruzni_r",7.485,80.3628,"https://live.staticflickr.com/3903/14469883565_c3fe869975_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2014-02-11","17:06:04"
"103378",15183298460,"128142562@N07","2013-07-21 11:18:31","heinzkren",7.7505,80.1158,"https://live.staticflickr.com/3857/15183298460_b1a44933b7_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2013-07-21","11:18:31"
"104010",17275750913,"132378447@N04","2015-05-18 17:08:18","Prabuddha Sathurusinghe",7.3315,80.3025,"https://live.staticflickr.com/8869/17275750913_103d8f0ca1_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2015-05-18","17:08:18"
"104018",40790987111,"132678426@N02","2014-02-02 10:16:17","fctgooi",7.4985,80.3837,"https://live.staticflickr.com/4795/40790987111_ef5dc3d56d_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2014-02-02","10:16:17"
"104194",17266770911,"13469613@N06","2015-04-13 11:14:31","Hervé Pfeiffer",7.5803,80.3671,"https://live.staticflickr.com/7631/17266770911_4d19bf740d_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2015-04-13","11:14:31"
"104454",27773045692,"136937278@N05","2016-06-19 21:16:09","Charitha Amarasuriya",7.4847,80.3706,"https://live.staticflickr.com/7218/27773045692_248d1784f1_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2016-06-19","21:16:09"
"104775",26437834484,"140562736@N06","2016-05-15 21:35:54","hamdee4u",7.4957,80.3634,"https://live.staticflickr.com/7486/26437834484_b3ebea01c6_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2016-05-15","21:35:54"
"105083",26523407476,"141990491@N05","2013-03-31 11:49:20","manuelmadeira",7.5937,79.9107,"https://live.staticflickr.com/1561/26523407476_2c28fb200e_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2013-03-31","11:49:20"
"105299",29185596192,"142772572@N02","2012-02-21 10:30:22","markusboillat",7.4973,80.3658,"https://live.staticflickr.com/8021/29185596192_387d40c569_c.jpg",1,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2012-02-21","10:30:22"
"105300",29185600162,"142772572@N02","2012-02-21 10:28:48","markusboillat",7.4975,80.3658,"https://live.staticflickr.com/8417/29185600162_ba88e117cd_c.jpg",1,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2012-02-21","10:28:48"
"106334",24802466751,"15536626@N05","2016-02-08 22:21:15","Raghuram S.",7.4167,80.4,"https://live.staticflickr.com/1711/24802466751_efc336cc51_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2016-02-08","22:21:15"
"106336",24463687699,"15536626@N05","2016-02-05 19:42:15","Raghuram S.",7.4167,80.4,"https://live.staticflickr.com/1482/24463687699_77306913b6_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2016-02-05","19:42:15"
"106341",24719933596,"15536626@N05","2016-02-01 14:27:58","Raghuram S.",7.4167,80.4,"https://live.staticflickr.com/1462/24719933596_10e6e48f47_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2016-02-01","14:27:58"
"106801",11126903995,"15969583@N06","2013-11-17 13:06:00","Yajith",7.3642,80.1508,"https://live.staticflickr.com/7336/11126903995_0483fdc97c_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2013-11-17","13:06:00"
"106802",11126907775,"15969583@N06","2013-11-17 11:15:24","Yajith",7.3628,80.1547,"https://live.staticflickr.com/7328/11126907775_515c08bcf7_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2013-11-17","11:15:24"
"106803",11127088423,"15969583@N06","2013-11-17 11:02:42","Yajith",7.3619,80.155,"https://live.staticflickr.com/5507/11127088423_a8381699e9_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2013-11-17","11:02:42"
"107996",50096705878,"189098184@N06","2018-01-26 13:41:03","Michelangelo Lo Presti",7.4683,80.3479,"https://live.staticflickr.com/65535/50096705878_0b3acd70be_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2018-01-26","13:41:03"
"108049",52472533508,"193964364@N08","2021-04-24 09:34:36","Giko_",7.3284,80.0225,"https://live.staticflickr.com/65535/52472533508_49f9b0de38_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2021-04-24","09:34:36"
"108374",25713685167,"21275454@N02","2018-02-27 17:43:08","AchillesSHAN",7.5147,80.4203,"https://live.staticflickr.com/4622/25713685167_c05446c241_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2018-02-27","17:43:08"
"108637",32518988881,"22131989@N00","2017-01-22 08:01:18","sacipere",7.9095,80.3775,"https://live.staticflickr.com/691/32518988881_6b339e68eb_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-01-22","08:01:18"
"108638",32811493516,"22131989@N00","2017-01-21 16:08:58","sacipere",7.9086,80.376,"https://live.staticflickr.com/3904/32811493516_89c94b5809_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-01-21","16:08:58"
"108640",32450312050,"22131989@N00","2017-01-17 15:52:56","sacipere",7.9102,80.3755,"https://live.staticflickr.com/551/32450312050_572d6d7d2b_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-01-17","15:52:56"
"108641",33357843344,"22131989@N00","2017-01-17 12:05:18","sacipere",7.9089,80.3767,"https://live.staticflickr.com/2929/33357843344_b7b21f8358_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-01-17","12:05:18"
"108642",32619524666,"22131989@N00","2017-01-17 11:40:20","sacipere",7.908,80.3744,"https://live.staticflickr.com/368/32619524666_5c3baef2d3_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-01-17","11:40:20"
"108643",32726648476,"22131989@N00","2017-01-17 11:24:37","sacipere",7.9068,80.3746,"https://live.staticflickr.com/778/32726648476_c0a3dd8de9_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-01-17","11:24:37"
"108644",32093632994,"22131989@N00","2017-01-16 11:30:08","sacipere",7.8941,80.3649,"https://live.staticflickr.com/2808/32093632994_6b85b759a8_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-01-16","11:30:08"
"108645",32861808196,"22131989@N00","2017-01-16 11:18:33","sacipere",7.8944,80.366,"https://live.staticflickr.com/3722/32861808196_c8011151d5_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-01-16","11:18:33"
"108646",32541772056,"22131989@N00","2017-01-15 15:18:18","sacipere",7.9078,80.3757,"https://live.staticflickr.com/754/32541772056_0a5f33b65a_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-01-15","15:18:18"
"108647",32663043176,"22131989@N00","2017-01-15 14:42:34","sacipere",7.909,80.3759,"https://live.staticflickr.com/733/32663043176_f568081faa_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-01-15","14:42:34"
"108648",32839991135,"22131989@N00","2017-01-14 11:45:28","sacipere",7.9105,80.3758,"https://live.staticflickr.com/673/32839991135_27c8053d29_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-01-14","11:45:28"
"108649",32752844895,"22131989@N00","2017-01-14 11:11:41","sacipere",7.9106,80.3759,"https://live.staticflickr.com/262/32752844895_1999cf2531_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-01-14","11:11:41"
"108650",32804620001,"22131989@N00","2017-01-12 17:57:11","sacipere",8.0611,80.2465,"https://live.staticflickr.com/2445/32804620001_b5787a83cd_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-01-12","17:57:11"
"108651",32765773842,"22131989@N00","2017-01-12 17:35:09","sacipere",8.0615,80.2473,"https://live.staticflickr.com/2373/32765773842_ab7217eda8_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-01-12","17:35:09"
"108652",32479950262,"22131989@N00","2017-01-11 07:32:52","sacipere",7.9097,80.3759,"https://live.staticflickr.com/782/32479950262_9058e33f0b_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-01-11","07:32:52"
"108653",31769648694,"22131989@N00","2017-01-11 07:08:02","sacipere",7.9107,80.376,"https://live.staticflickr.com/447/31769648694_0fc6c03af8_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-01-11","07:08:02"
"108654",32316555970,"22131989@N00","2017-01-10 15:02:12","sacipere",7.9153,80.3788,"https://live.staticflickr.com/690/32316555970_f79b745b40_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2017-01-10","15:02:12"
"109704",13979272465,"22934643@N06","2014-04-13 14:28:48","The P413 Mob",7.4901,79.9268,"https://live.staticflickr.com/7245/13979272465_0b74f1912c_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2014-04-13","14:28:48"
"110914",21274537409,"25869333@N07","2013-05-11 17:37:59","Eugene Pikalov",7.482,80.3611,"https://live.staticflickr.com/674/21274537409_337e2292cc_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2013-05-11","17:37:59"
"110915",21274537469,"25869333@N07","2013-05-11 17:37:05","Eugene Pikalov",7.4849,80.3636,"https://live.staticflickr.com/746/21274537469_12ba6f0342_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2013-05-11","17:37:05"
"110916",21450572222,"25869333@N07","2013-05-11 17:36:08","Eugene Pikalov",7.4885,80.3655,"https://live.staticflickr.com/668/21450572222_9de171110d_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2013-05-11","17:36:08"
"110919",21461534015,"25869333@N07","2013-05-11 17:11:26","Eugene Pikalov",7.5832,80.4728,"https://live.staticflickr.com/5712/21461534015_3e058f2260_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2013-05-11","17:11:26"
"112536",32061580923,"26118899@N07","2016-11-14 06:37:25","yasith miuranga",7.4858,79.9347,"https://live.staticflickr.com/413/32061580923_7fffbf4617_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2016-11-14","06:37:25"
"113638",6188287015,"30774322@N00","2011-09-27 18:02:45","Pethum Supushpitha©",7.4697,80.3982,"https://live.staticflickr.com/6172/6188287015_5220ba139f_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2011-09-27","18:02:45"
"113682",6808638490,"33102730@N02","2010-07-26 21:19:44","daveo12",7.6675,80.3155,"https://live.staticflickr.com/7200/6808638490_a281453831_c.jpg",0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2010-07-26","21:19:44"
"113962",31089523085,"33192207@N03","2016-11-18 21:16:41","uthmax",7.488,80.3645,"https://live.staticflickr.com/5555/31089523085_f668c4a359_c.jpg",2,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2016-11-18","21:16:41"
"113963",30258934584,"33192207@N03","2016-11-10 11:29:16","uthmax",7.488,80.3643,"https://live.staticflickr.com/5590/30258934584_eaf9580675_c.jpg",2,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2016-11-10","11:29:16"
"113965",17221284851,"33192207@N03","2015-04-21 15:31:17","uthmax",7.4879,80.3644,NA,2,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2015-04-21","15:31:17"
"113966",15913477890,"33192207@N03","2014-12-25 13:20:22","uthmax",7.4879,80.3644,NA,2,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2014-12-25","13:20:22"
"113968",15317005230,"33192207@N03","2014-10-11 17:16:49","uthmax",7.5406,80.4462,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2014-10-11","17:16:49"
"113969",15205769972,"33192207@N03","2014-09-11 15:01:29","uthmax",7.4879,80.3644,NA,2,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2014-09-11","15:01:29"
"113970",14903998897,"33192207@N03","2014-08-31 12:37:01","uthmax",7.4733,80.3527,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2014-08-31","12:37:01"
"113971",14772306009,"33192207@N03","2014-08-18 20:10:45","uthmax",7.4878,80.3643,NA,2,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2014-08-18","20:10:45"
"113973",14419572397,"33192207@N03","2014-07-08 22:25:09","uthmax",7.4878,80.3642,NA,2,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2014-07-08","22:25:09"
"113974",14409736517,"33192207@N03","2014-07-07 19:10:37","uthmax",7.4879,80.3644,NA,2,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2014-07-07","19:10:37"
"113975",14583082771,"33192207@N03","2014-07-06 17:16:05","uthmax",7.4867,80.3651,NA,0,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2014-07-06","17:16:05"
"113976",14579547955,"33192207@N03","2014-07-05 20:20:57","uthmax",7.4878,80.3642,NA,2,"Ihala Walakumbura","NORTH WESTERN","KURUNEGALA","2014-07-05","20:20:57"
